"probe","X","ID","RA","DEC","g_mag","r_mag","i_mag","z_mag","y_mag","GAIA_g_mag","GAIA_bp_mag","GAIA_rp_mag","Mstar","Re","z","GAL_MU_E_R","pmRA","pmDEC","priority","MagnetX_noDC","MagnetY_noDC","type","MagnetX","MagnetY","SkyPosition","fibre_type","x","y","rads","angs","azAngs","angs_azAng"
"82",81,"Sky-H4-2",11.8540209,-31.796606718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33641.55,238640.54,1,"S",33.64155,238.64054,0,0,0,0
"83",82,"Sky-H4-3",11.9083106,-31.781033643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44710.42,234780.7,2,"S",44.71042,234.7807,0,0,0,0
"84",83,"Sky-H4-4",11.9655171,-31.77840992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56423.19,234302.13,1,"S",56.42319,234.30213,0,0,0,0
"85",84,"Sky-H4-5",12.01776,-31.758432847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67069.81,229396.25,2,"S",67.06981,229.39625,0,0,0,0
"86",85,"Sky-H4-6",12.0743823,-31.751102923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78682.36,227794.09,1,"S",78.68236,227.79409,0,0,0,0
"87",86,"Sky-H4-7",12.1240827,-31.726911555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88808.15,221887.61,2,"S",88.80815,221.88761,0,0,0,0
"88",87,"Sky-H4-8",12.1795759,-31.714948659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100211.61,219177.32,1,"S",100.21161,219.17732,0,0,0,0
"89",88,"Sky-H5-1",12.8423048,-30.973179599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237341.34,41834.81,1,"S",237.34134,41.83481,0,0,0,0
"90",89,"Sky-H5-2",12.8502362,-30.92537506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239079.31,30366.87,1,"S",239.07931,30.36687,0,0,0,0
"91",90,"Sky-H5-3",12.8464352,-30.876765431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,238269.48,18672.34,2,"S",238.26948,18.67234,0,0,0,0
"92",91,"Sky-H5-4",12.8580041,-30.829056349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240891.15,7246.7,1,"S",240.89115,7.2467,0,0,0,0
"93",92,"Sky-H5-5",12.8578302,-30.780765481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240960.83,-4351.97,1,"S",240.96083,-4.35197,0,0,0,0
"94",93,"Sky-H5-6",12.8549546,-30.732535853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240472.37,-15940.57,1,"S",240.47237,-15.94057,0,0,0,0
"95",94,"Sky-H5-7",12.8493875,-30.684478978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239426.9,-27492.24,1,"S",239.4269,-27.49224,0,0,0,0
"96",95,"Sky-H5-8",12.8411469,-30.636711713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237827.07,-38978.79,1,"S",237.82707,-38.97879,0,0,0,0
"97",96,"Sky-H6-1",12.8209619,-30.556117544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233824.92,-58369.25,1,"S",233.82492,-58.36925,0,0,0,0
"98",97,"Sky-H6-2",12.7969882,-30.511975949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228830.7,-68974.71,2,"S",228.8307,-68.97471,0,0,0,0
"99",98,"Sky-H6-3",12.7792165,-30.466559539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225247.01,-79904.84,2,"S",225.24701,-79.90484,0,0,0,0
"100",99,"Sky-H6-4",12.7506134,-30.424948434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219291.03,-89891.3,3,"S",219.29103,-89.8913,0,0,0,0
"101",100,"Sky-H6-5",12.7362299,-30.378183226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,216523.93,-101184.93,2,"S",216.52393,-101.18493,0,0,0,0
"102",101,"Sky-H6-6",12.7190592,-30.331736958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,213173.91,-112418.61,1,"S",213.17391,-112.41861,0,0,0,0
"103",102,"Sky-H6-7",12.6759377,-30.297772937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204073.7,-120511.1,3,"S",204.0737,-120.5111,0,0,0,0
"104",103,"Sky-H6-8",12.6539687,-30.25326589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199711.07,-131287.81,2,"S",199.71107,-131.28781,0,0,0,0
"105",104,"Sky-H7-1",12.2824948,-29.939153421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123099.56,-207189.67,1,"S",123.09956,-207.18967,0,0,0,0
"106",105,"Sky-H7-2",12.2337773,-29.915636249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112988.23,-212872.55,1,"S",112.98823,-212.87255,0,0,0,0
"107",106,"Sky-H7-3",12.1800346,-29.901221237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101763.55,-216252.59,2,"S",101.76355,-216.25259,0,0,0,0
"108",107,"Sky-H7-4",12.1327683,-29.874771521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92004.44,-222747.04,1,"S",92.00444,-222.74704,0,0,0,0
"109",108,"Sky-H7-5",12.080706,-29.857516492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81180.59,-226915.79,1,"S",81.18059,-226.91579,0,0,0,0
"110",109,"Sky-H7-6",12.0277614,-29.842433469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70168.7,-230558.92,1,"S",70.1687,-230.55892,0,0,0,0
"111",110,"Sky-H7-7",11.9696852,-29.844688773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58015.09,-229789.58,3,"S",58.01509,-229.78958,0,0,0,0
"112",111,"Sky-H7-8",11.9197128,-29.81891611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47684.64,-236235.56,1,"S",47.68464,-236.23556,0,0,0,0
